,Unnamed: 0,LPloc,LPlocerr,LPscale,LPscaleerr,RPloc,RPlocerr,RPscale,RPscaleerr,RSPloc,RSPlocerr,RSPscale,RSPscaleerr,SampleA,SampleB,amplitude,amplitudeerr,chisquared,ctime,length,location,locationerr,mtime,numofsamples,scale,scaleerr,uniquename,configuration,specialkey,DOI,TimeResolution,TimeResolutionerr,CTR,CTRerr,ERright,ERrighterr,ERleft,ERlefterr
51,5,0.6368001996075927,0.0001979301050458964,0.026840630097043253,0.00010948431936871436,0.4572200256839113,0.0001355191225894749,0.025245695769774614,8.263904376805119e-05,0.6644188729365366,0.6644188729365366,0.07306164762853816,0.07306164762853816,23972,30B,69427.28891078207,0.0,1.9544669301712976,1379439434.0,30,64.25157755564409,1.632607053815213,1379439434.0,3075,85.13405797474827,1.4850183972047766,Run_23972vs30B_16mm,wrapped,extended,18.0,74.93762624508332,1.7711234181378404,249.54229539612746,5.897840982399009,13.003282926833377,0.04273897057561516,9.926140713757276,0.04060661777655579
52,6,0.6394906512567863,0.00019086357851037144,0.02561239962772764,0.0001060535327494694,0.460216031287242,0.0001455725527083119,0.02549104046158961,8.78721927049147e-05,0.6767882543665102,0.6767882543665102,0.055918632172196565,0.055918632172196565,23972,30B,64684.0544455112,0.0,1.4894198119215003,1379439438.0,30,11.535685698650262,1.807584674646836,1379439438.0,2853,85.9694958743383,1.3935268132005445,Run_23972vs30B_22mm,wrapped,extended,12.0,75.88540189580517,1.6660568256568868,252.69838831303124,5.547969229437434,13.044178430536935,0.04515453134143897,9.432069257737803,0.03915679351610706
53,0,0.6254651862699346,0.00029873588760232167,0.02760617397791308,0.00017197905766424282,0.3214474791026312,0.0002313772871644337,0.028623422951300125,0.00012831716711054128,0.5157440613803466,0.5157440613803466,0.06263839796337943,0.06263839796337943,23972,2396,14760.115788344034,0.0,1.2423139822120903,1379424437.0,20,197.1692737025193,3.757504472462005,1379424437.0,816,84.87368292550984,4.334195377296044,Run_23972vs2396unwrapped_22mm,unwrapped,normal,12.0,74.6416911205794,4.957965544075773,248.5568314315294,16.510025261772324,20.970194334232072,0.09521226920897244,10.39426992023303,0.06494354485393661
54,1,0.6222686946639137,0.00024941473403312556,0.028171838615037064,0.00014118821799140148,0.3230000974466218,0.00019301951619753432,0.027008773937964067,0.00010847896030652365,0.5601100247686298,0.5601100247686298,0.22704458749132744,0.22704458749132744,23972,2396,33900.42158119035,0.0,1.1642474113596435,1379424439.0,20,177.66560956792483,2.4492785629637503,1379424439.0,1602,85.53500757450936,2.4209343412374507,Run_23972vs2396unwrapped_24mm,unwrapped,normal,10.0,75.39282141405357,2.7983941029135635,251.05809530879839,9.318652362702167,19.69214967014575,0.07996285566403906,10.661741544662624,0.05360384080171893
55,2,0.6337027082207325,0.0001610666862062131,0.025692976679717518,9.439568142498089e-05,0.448208804087912,0.00014102182335037057,0.029114715809840958,8.191681359781353e-05,1.074468712695137,1.074468712695137,0.3386111363496108,0.3386111363496108,23972,2396,114855.76720545812,0.0,1.417779316600866,1379424442.0,20,160.01331575878825,1.1090959605040611,1379424442.0,4938,74.63292495411768,0.9405172018723672,Run_23972vs2396_24mm,wrapped,normal,10.0,62.75279664849179,1.2906113417369427,208.96681283947765,4.297735767984019,15.297592351337888,0.04330940446334077,9.548161826642986,0.03516367385772061
56,3,0.6370169979497292,0.00015190980160711626,0.024348032197354454,9.212812742848054e-05,0.4722385799882881,0.00013788763981550196,0.025839818394384182,8.16991130015854e-05,0.6880456310068133,0.6880456310068133,0.05158656643315507,0.05158656643315507,23972,2396,112707.736711101,0.0,1.4136266554841488,1379424446.0,20,150.30393815319246,1.0597004654114064,1379424446.0,4802,70.16605603968533,1.011157041215414,Run_23972vs2396_15mm,wrapped,normal,19.0,57.368244004538454,1.4231741826624873,191.03625253511305,4.7391700282660825,12.886023060691896,0.04091578364761833,9.001269355342187,0.0341265936875543
57,4,0.6304107291621329,0.00015577725708299756,0.02619307325004221,9.020757760230444e-05,0.44467702083124616,0.00012296432234135747,0.022843438244384662,7.560243085692583e-05,0.6781297371851279,0.6781297371851279,0.04585203084731211,0.04585203084731211,23972,2396,115342.83190103796,0.0,1.5842976937500226,1379424450.0,20,164.47897970619022,1.0782723201665638,1379424450.0,4970,73.29451462952173,0.9427288592009004,Run_23972vs2396_22mm,wrapped,normal,12.0,61.15493336417901,1.3088205729231697,203.6459281027161,4.358372507834155,12.097836079985218,0.040178399347279334,9.784841001331523,0.03378511225385032
58,5,0.63590296191891,0.00016010685011527638,0.02535588071996632,9.225503978300772e-05,0.4542362669850059,0.00013883670206529412,0.02839578994705607,8.075458143187429e-05,0.6818113842096554,0.6818113842096554,0.09072984743768436,0.09072984743768436,23972,2396,116233.40811810727,0.0,1.911557470032458,1379424454.0,20,168.89072700757094,1.062630124384307,1379424454.0,4984,71.05897370438335,0.9344918458578952,Run_23972vs2396_19mm,wrapped,normal,15.0,58.456973441329,1.3296631988125573,194.66172155962556,4.427778452045816,14.721872775412812,0.04210853786954849,9.390284787372206,0.03424739396785789
59,6,0.6242293567017088,0.0003871815671876376,0.02824135269533912,0.00022053779715940078,0.3190014241014429,0.00028912356105889093,0.029061301836062193,0.00016192012135243398,0.572218891540396,0.572218891540396,0.0520481212499695,0.0520481212499695,23972,2396,2152.3660958984865,0.0,1.0184638872046752,1379424456.0,20,202.60602693254256,20.623184249506217,1379424456.0,285,130.88430024686596,20.785122664479264,Run_23972vs2396unwrapped_17mm,unwrapped,normal,17.0,124.49313254598327,21.854588630751696,414.5621313781243,72.77578014040314,21.45425087574614,0.1211073183866514,10.654478980120285,0.08346326833116562
60,7,0.6295881937444062,0.00016154608800763288,0.02652258398105289,9.247935940594157e-05,0.4022399910155158,0.0001513693645681465,0.03177235296945062,8.282077089427681e-05,0.5835974243593299,0.5835974243593299,0.11151126676880577,0.11151126676880577,23972,2396,117049.63258478134,0.0,2.0778590058550064,1379424459.0,20,54.30416323694154,1.1527444445144934,1379424459.0,5071,75.05698764801764,0.8740206722226128,Run_23972vs2396partialwrap_33mm,partialwrap,normal,1.0,63.256552188644235,1.2179526129259441,210.6443187881853,4.055782201043394,18.60180313104919,0.04899187476643548,9.920879377343711,0.03468581407182963
62,9,0.6297133140270982,0.00015649679600820862,0.02598422429181466,9.27454629245906e-05,0.3928539701923501,0.0001397286270602665,0.02821160950622006,7.903853184864954e-05,0.0,0.0,0.0,0.0,23972,2396,120115.96477955328,0.0,1.630499786191012,1379424464.0,20,97.71173152066892,1.121386895882934,1379424464.0,5136,77.58029861342119,0.93505488372123,Run_23972vs2396partialwrap_31mm,partialwrap,normal,3.0,66.23098015994934,1.253688138434133,220.5491639326313,4.174781500985663,16.91171412996502,0.04776068052994422,9.717572559469536,0.03476889490870968
63,10,0.6297084459780781,0.0001608162529066051,0.02634848003583808,9.200081838004404e-05,0.3897899417978315,0.0001388790056888518,0.02840415010319372,7.586153202247879e-05,0.5998596435655796,0.5998596435655796,0.0642584411497411,0.0642584411497411,23972,2396,120663.66828012824,0.0,1.370380122284612,1379424468.0,20,128.2362988983306,1.0647733746103378,1379424468.0,5174,77.74921866555921,0.905060740668822,Run_23972vs2396partialwrap_29mm,partialwrap,normal,5.0,66.42876638253145,1.2214664627904759,221.20779205382973,4.0674833210922845,17.160979881752645,0.04623941689947625,9.853872991654114,0.03449861059963519
64,11,0.6300661827869914,0.0001597366189575835,0.02573282510628721,9.46385055791164e-05,0.4497688856397194,0.00014916315162157452,0.030280140832671894,8.168232564141422e-05,0.6793190531478401,0.6793190531478401,0.06270449253204756,0.06270449253204756,23972,2396,113112.87449241673,0.0,1.5874590678255058,1379424471.0,20,109.27400222248781,1.0906000370543305,1379424471.0,4844,72.70846341553776,0.9109325819310512,Run_23972vs2396_29mm,wrapped,normal,5.0,60.45130811031795,1.2833734394753387,201.3028560073588,4.2736335534528775,15.854749836578046,0.04309106108404401,9.618164691405742,0.03545700535188249
65,12,0.6274457341068544,0.00015648493171770622,0.02573925322699777,9.42659557434624e-05,0.3706873875315058,0.0001365980691323271,0.028003601202597508,7.781455833423411e-05,0.5862532668001955,0.5862532668001955,0.056523535643786475,0.056523535643786475,23972,2396,115932.02479466092,0.0,1.6293070823398177,1379424475.0,20,185.15865458050567,1.2189118094880478,1379424475.0,4964,79.83048069209981,1.0366031245208445,Run_23972vs2396partialwrap_24mm,partialwrap,normal,10.0,68.85307289824995,1.3374519759406829,229.28073275117234,4.453715079882474,17.790861801714787,0.04986888156788796,9.660746428671521,0.03546290324571995
66,13,0.6271743699811047,0.00016282491162436234,0.027387815516085504,9.645473772120088e-05,0.364838722451821,0.00013309951518745213,0.02538925393873393,7.837324005274688e-05,0.5877283540936864,0.5877283540936864,0.09389308026027264,0.09389308026027264,23972,2396,115520.36140031535,0.0,1.3917884838876833,1379424479.0,20,200.37954205293744,1.1924478450847504,1379424479.0,4983,80.50504582639631,0.986266690316986,Run_23972vs2396partialwrap_22mm,partialwrap,normal,12.0,69.63406065647881,1.2793545707901723,231.88142198607443,4.260250720731274,16.38852713437353,0.050941271564769346,10.283951103155658,0.03631641688413288
67,14,0.6284407204833319,0.0001560355864783443,0.025550685288582575,9.71850361645396e-05,0.338433343613116,0.0001378546942886115,0.026384737126265392,7.934518826685032e-05,0.6001906702565397,0.6001906702565397,0.03806067869192549,0.03806067869192549,23972,2396,114531.46159355235,0.0,1.7111532531059974,1379424483.0,20,125.63132017676493,1.263174063235918,1379424483.0,4924,82.64768073836224,0.9579120652009866,Run_23972vs2396unwrapped_31mm,unwrapped,normal,3.0,72.10047941193078,1.2327451465974257,240.0945964417295,4.1050413381694275,18.359909596669812,0.0557168071188325,9.574787548511171,0.03649634064014086
68,15,0.6284633495069057,0.0001655878277162515,0.02618615178430778,9.221223003733588e-05,0.3578092494051188,0.00016029418861429842,0.035222806730243535,8.408963591450217e-05,0.4626409729938093,0.4626409729938093,0.1635851886362443,0.1635851886362443,23972,2396,120902.60899876768,0.0,1.9807615064273183,1379424486.0,20,85.47141467095273,1.2042169081528369,1379424486.0,5194,80.59059873701544,0.9849096815883108,Run_23972vs2396unwrapped_33mm,unwrapped,normal,1.0,69.73295207282304,1.2772209472510372,232.21073040250073,4.253145754345954,23.18266226701317,0.05631142914519962,9.812567033611431,0.03465068030328887
69,16,0.6252937389497931,0.00035777582343489634,0.030890816061202395,0.00020049730562669228,0.3220157005059049,0.0002601170310857855,0.027842075057713352,0.0001510173866212251,0.6970808468219581,0.6970808468219581,0.2393825975275192,0.2393825975275192,23972,2396,3838.0577127745782,0.0,1.444056212361143,1379424489.0,20,205.93437665134547,12.136336879091122,1379424489.0,386,120.08672606046737,13.166591176475215,Run_23972vs2396unwrapped_19mm,unwrapped,normal,15.0,113.08696554387572,13.986128924831624,376.57959526110614,46.57380931968931,20.361767037415806,0.11166168893318773,11.6341916274925,0.07580474168489985
70,17,0.6289237667142623,0.0001665049219193814,0.026421510401284525,9.439399012854408e-05,0.3633334503552237,0.0001394558718455938,0.026956355353340268,8.245979718142476e-05,0.5876909197833223,0.5876909197833223,0.05782708926342935,0.05782708926342935,23972,2396,107123.94585977007,0.0,1.2959124149760934,1379424492.0,20,216.4770321132516,1.2350404193271507,1379424492.0,4603,79.00069731126547,1.0816998310344592,Run_23972vs2396partialwrap_19mm,partialwrap,normal,15.0,67.88924933791938,1.3923216124186826,226.07120029527155,4.636430969354213,17.47216414977786,0.05386663069907002,9.89351337763875,0.03544267022772607
71,18,0.6267023563288968,0.00017597969072094262,0.0280127536652163,9.725956169477713e-05,0.33272491320865466,0.00013930806282243786,0.026313826060110148,8.139257478853267e-05,0.5259235979211492,0.5259235979211492,0.07218018930914627,0.07218018930914627,23972,2396,103290.96997428061,0.0,2.043566965842176,1379424495.0,20,142.93541374689943,1.275413865568955,1379424495.0,4509,80.0447574106825,1.0349629912554346,Run_23972vs2396unwrapped_29mm,unwrapped,normal,5.0,69.10139787974633,1.3338270633541338,230.1076549395553,4.441644120969266,18.624713062198044,0.05813437505588246,10.526533722966084,0.03666719127594183
72,19,0.6307727345830507,0.00016548526981683364,0.026513281550693463,9.247742945344273e-05,0.4436900977205137,0.00012262700248073658,0.023154332611703868,7.704710862690879e-05,0.0,0.0,0.0,0.0,23972,2396,113577.86952867128,0.0,1.4167037846142088,1379424499.0,20,130.75288654737628,1.0641239302987844,1379424499.0,4873,72.46119626460279,0.92891680851987,Run_23972vs2396_27mm,wrapped,normal,7.0,60.15367789335317,1.3050547174055804,200.31174738486607,4.345832208960583,12.289761160031748,0.041035563508779016,9.89877568077764,0.03462412503034
73,20,0.632306284879317,0.00015453923533835314,0.026093296114833464,9.371880861973192e-05,0.4449954176737453,0.00014555551255764388,0.028531518454725343,8.204069890272635e-05,0.6679571976498591,0.6679571976498591,0.06824335434263212,0.06824335434263212,23972,2396,117621.26990321961,0.0,1.6611335829246399,1379424503.0,20,69.76592362486252,1.0724933107936738,1379424503.0,5010,71.01732614762254,0.9356386414184245,Run_23972vs2396_32mm,wrapped,normal,2.0,58.40634052187992,1.33143793457489,194.49311393786013,4.433688322134383,15.099419745068197,0.0436975013113022,9.71834596933687,0.034985924062872056
74,21,0.6309050870478985,0.0001578702289433335,0.025955209624871082,9.524384883707159e-05,0.4572617799999658,0.00013935262476274341,0.027489355674289517,7.94521077825765e-05,0.6119162595449285,0.6119162595449285,0.11171858221244864,0.11171858221244864,23972,2396,114181.14517973352,0.0,1.170578469289608,1379424506.0,20,166.55971353621368,1.0470667839906345,1379424506.0,4860,71.11605143368367,0.8510876177244975,Run_23972vs2396_17mm,wrapped,normal,17.0,58.52634254349353,1.2433814382081259,194.89272066983344,4.1404601892330595,14.157630365029995,0.04114644412434346,9.688385768544423,0.035634543642334704
75,22,0.6292873915524986,0.0001583102453318517,0.02627622020939726,9.319560568627563e-05,0.3799004159549483,0.00013032888595282513,0.025118269922977447,7.772016712327626e-05,0.5916818537647873,0.5916818537647873,0.04619046055784296,0.04619046055784296,23972,2396,117816.03859693756,0.0,1.3841572151116412,1379424510.0,20,154.96682304763831,1.156343602869426,1379424510.0,5037,77.38384364371791,1.0436152313465468,Run_23972vs2396partialwrap_27mm,partialwrap,normal,7.0,66.00075194325728,1.3681728816048127,219.78250397104676,4.556015695744026,15.570797815506156,0.04847389975767544,9.83342419120567,0.034964477825512374
76,23,0.6258401966785528,0.0001793300789461299,0.026030433867628443,0.00010638477888001028,0.3272882124411789,0.00015344294754110477,0.02655806192172136,9.370483824765053e-05,0.5290866033442355,0.5290866033442355,0.054083808142358594,0.054083808142358594,23972,2396,78373.50236143326,0.0,1.2457549840352886,1379424514.0,20,164.34357671182158,1.4704797192722658,1379424514.0,3425,82.05588375699307,1.3562126521430544,Run_23972vs2396unwrapped_27mm,unwrapped,normal,7.0,71.42134176239732,1.6576496451264686,237.83306806878306,5.51997331827114,19.109834527540286,0.06801788824260044,9.7950997848339,0.04013024058086187
77,24,0.6347543663356965,0.00016311978426359353,0.025495445314900292,9.123422696256628e-05,0.4531243159679425,0.00014817470329427638,0.029674719751609683,8.708690392321778e-05,0.6991076246996507,0.6991076246996507,0.10289075997995227,0.10289075997995227,23972,2396,110219.75028104086,0.0,2.0613483988141543,1379424517.0,20,38.240617403626686,1.0995642090474145,1379424517.0,4703,71.23471796002595,0.8812529607754532,Run_23972vs2396_33mm,wrapped,normal,1.0,58.67047846101515,1.272399250022121,195.37269327518047,4.237089502573663,15.422691423160114,0.04554134885379701,9.459056432049255,0.03393594901137842
78,25,0.6291023054522251,0.0001741010704639104,0.02667658415315184,0.0001008554201655507,0.3525646610691508,0.00015229236672459798,0.02750827016397136,8.72013331193215e-05,0.5777623800643914,0.5777623800643914,0.0633833269264003,0.0633833269264003,23972,2396,98315.91790848662,0.0,1.345234955245291,1379424520.0,20,213.3410117484384,1.2402690091130382,1379424520.0,4228,76.8271993113116,1.0672854470032984,Run_23972vs2396partialwrap_15mm,partialwrap,normal,19.0,65.34721535015855,1.3988192234503867,217.60622711602798,4.658068014089788,18.374495061331867,0.05878549982337735,9.986190661868983,0.03785552721071545
79,26,0.6274530367885518,0.00017327804003699305,0.02634395119598615,9.375155710176536e-05,0.36100717954509104,0.00013723027725293216,0.026283132767585045,8.26436777703813e-05,0.5965854934298609,0.5965854934298609,0.05904548472847726,0.05904548472847726,23972,2396,110462.25555024436,0.0,1.1189996663965782,1379424524.0,20,215.28195147860689,1.17296412979723,1379424524.0,4714,77.88482240301836,0.999172962191811,Run_23972vs2396partialwrap_17mm,partialwrap,normal,17.0,66.58742794814732,1.3167987901938816,221.7361350673306,4.384939971345625,17.145580801373413,0.054304444927360175,9.887593402062777,0.035293268547547815
80,0,0.6194190807156208,0.0003688873729870191,0.02699411212597668,0.00020055091258294223,0.34317575110668824,0.000260133384584641,0.02195819372387364,0.00016886860731857287,0.5497285952510355,0.5497285952510355,0.052878280370541035,0.052878280370541035,23972,30A,28766.255981608043,0.0,1.0302542485713448,1379337538.0,30,970.2344806741156,3.7536045531192497,1377519990.0,1247,121.99831107503084,3.148414898015336,Run_23972vs30A_19mm_00003,wrapped,threshold,15.0,115.11484658878712,3.355085077835436,383.3324391406611,11.172433309192003,15.068531518605482,0.11644549730926973,10.263024830173256,0.07649301720524104
81,1,0.6194679134635633,0.00036160148403998206,0.026509184202856664,0.0002098247714076167,0.34395584720507216,0.00027728873414773153,0.02270579491904636,0.0001719177883276219,0.5485645691185779,0.5485645691185779,0.04801328787950282,0.04801328787950282,23972,30A,29499.703211504264,0.0,0.9009365519230892,1379337538.0,30,855.5936108833722,3.441727857396087,1377518784.0,1267,116.46587794010179,3.116284070713553,Run_23972vs30A_19mm_00002,wrapped,threshold,15.0,109.23433857701839,3.343109537590786,363.7503474614713,11.13255476017732,15.54622416477578,0.11837416739890286,10.07786318562882,0.07998465415352358
82,2,0.6202974375138455,0.00034984383822644677,0.02599896527443146,0.00019982916303788856,0.34304915287936283,0.0002659561480207943,0.02235146336919785,0.00016675858480167633,0.5293236278604602,0.5293236278604602,0.09759288503747918,0.09759288503747918,23972,30A,25257.41476439297,0.0,1.1454083340331154,1379337538.0,30,617.4566649591301,3.786433161332708,1377517576.0,1113,115.48456690816273,3.6809653245450242,Run_23972vs30A_19mm_00001,wrapped,threshold,15.0,108.18745395823822,3.9469468574098476,360.2642216809333,13.143333035174793,15.344068274954052,0.1150945994178523,9.87067808416014,0.07607043150625663
83,3,0.6161404018163463,0.0006770837905061707,0.028520259722504982,0.00040077624977776416,0.3428099772864395,0.0005104416336560571,0.02209338041047605,0.000329741772262003,0.5473472082122568,0.5473472082122568,0.030481843170114476,0.030481843170114476,23972,30A,6072.126157663515,0.0,0.38665145806394574,1379337538.0,30,426.8207851464227,7.281876140700197,1377516370.0,266,116.67989956458547,7.68490730889541,Run_23972vs30A_19mm_00000,wrapped,threshold,15.0,109.46250025648852,8.199921143608222,364.5101258541068,27.30573740821538,15.177478578226095,0.22764705982419428,10.900958847772369,0.15365160823013013
84,4,0.6201103424226803,0.00038050863549329915,0.02770213001448351,0.000223229243349689,0.3783460320982602,0.0003398723996364539,0.03045490889338784,0.00018567292953658766,0.5400952191276966,0.5400952191276966,0.06982376810916471,0.06982376810916471,23972,30A,29671.573610840103,0.0,1.2329816710995343,1379337538.0,30,752.7285465990366,3.4766984698025603,1377529920.0,1277,111.29886710928851,3.0791928014313985,Run_23972vs30A_33mm_00003,wrapped,threshold,1.0,103.7076555506442,3.327466071763651,345.3464929836452,11.080462018972957,18.956538290139022,0.11681920780714704,10.520468974800732,0.08502145139525887
85,5,0.6192843281729755,0.000369401174531357,0.027223406720381198,0.00021160214655354447,0.3799015719092552,0.0003499795348189864,0.031267877558762217,0.0001859675866113088,0.5329615319259228,0.5329615319259228,0.09913251574619153,0.09913251574619153,23972,30A,29269.216072739946,0.0,0.985677029975244,1379337538.0,30,639.0365005463543,3.375918537131915,1377528714.0,1245,108.94119858883707,2.9999254856189164,Run_23972vs30A_33mm_00002,wrapped,threshold,1.0,101.17324127442214,3.25484360432134,336.9068934438257,10.838629202390061,19.382876275245835,0.11665553390358288,10.352453616199135,0.08070417041086142
86,6,0.6199477780385797,0.00036546544843332697,0.026819250467145388,0.00020160023738986652,0.3791195450474785,0.00035471896564770336,0.030780573534113138,0.00019020722378338602,0.5679247606337374,0.5679247606337374,0.0744084087855824,0.0744084087855824,23972,30A,25737.515353044808,0.0,0.8283817916692361,1379337538.0,30,406.04372189812614,3.4719723390300983,1377527506.0,1108,107.44555504188317,3.2653659794134287,Run_23972vs30A_33mm_00001,wrapped,threshold,1.0,99.56097276673398,3.547247531794038,331.53803931322415,11.812334280874147,19.120156589067037,0.11949884652488277,10.187847603866555,0.07681716324193343
87,7,0.6162897396391351,0.0007197775290332104,0.026371774720747768,0.00042805382839368944,0.3787777018284889,0.0006630536599495662,0.028190531385651495,0.00039101958766812515,0.0,0.0,0.0,0.0,23972,30A,4666.376306272352,0.0,0.7032972895383773,1379337538.0,30,215.45199042291654,6.608457769246327,1377526300.0,212,94.51555445410429,5.069446455533052,Run_23972vs30A_33mm_00000,wrapped,threshold,1.0,85.44606505724389,5.627429870223415,284.53539664062214,18.739341467843975,17.52708807639109,0.24503961604943242,10.077326535360871,0.1639931505954398
88,8,0.6205086498322514,0.00039902485456037997,0.025508139106830276,0.00024268075011313784,0.3404760837305581,0.00029047917177537166,0.02226981375420602,0.00018110976269857012,1.0181975107764452,1.0181975107764452,0.3687627868831971,0.3687627868831971,23972,30A,21277.30588701824,0.0,1.0575786543790344,1379337538.0,30,999.8864965911696,4.178854875282567,1377513154.0,951,114.7564611221356,3.9437355853710514,Run_23972vs30A_15mm_00003,wrapped,threshold,19.0,107.4098941870637,4.230232055296678,357.6749476429221,14.086672744137939,15.40355223089878,0.12595717216607846,9.681036293825251,0.09231413783399935
89,9,0.6203309363175639,0.000379270873718025,0.026093758208308667,0.0002283924759549581,0.3418228161094327,0.00028700300444683854,0.022489559381958662,0.00017860172267303238,0.5473867249569303,0.5473867249569303,0.04214186006783475,0.04214186006783475,23972,30A,21608.40457614285,0.0,1.3548340253016409,1379337538.0,30,874.1892875267707,4.3501357576831525,1377511946.0,981,115.13194781266948,4.236411776865117,Run_23972vs30A_15mm_00002,wrapped,threshold,19.0,107.81097071791557,4.5395810938804075,359.0105324906588,15.116805042621758,15.494258969406204,0.12373406994856348,9.906131869765176,0.08691729945959285
90,10,0.6188274784359263,0.0003894067346361799,0.02660383274616537,0.0002268995688612092,0.3424083402565807,0.0002872978673311745,0.021730184579945626,0.000181605081403772,0.0,0.0,0.0,0.0,23972,30A,19856.528798283798,0.0,0.9370543613113116,1379337538.0,30,635.668009861405,4.03082102090207,1377510738.0,883,106.01742477740015,3.6948098857207037,Run_23972vs30A_15mm_00001,wrapped,threshold,19.0,98.01803077205591,4.017547287848716,326.4000424709462,13.378432468536225,14.945484285641152,0.12553140551051492,10.12431223570924,0.08658324457838273
91,11,0.6175598937830775,0.0007478743369597275,0.025842385400605482,0.00046575925980401863,0.34221295676932045,0.000608084443822952,0.023373254011279092,0.0003802448842690686,0.45278273649898,0.45278273649898,0.05481235490107908,0.05481235490107908,23972,30A,4438.544083335706,0.0,0.42024836466361215,1379337538.0,30,423.18363235081904,7.6095116618074545,1377509530.0,198,105.2905098173744,6.043919167701305,Run_23972vs30A_15mm_00000,wrapped,threshold,19.0,97.23132960935284,6.558055386663704,323.780327599145,21.838324437590135,16.084725054307757,0.26322862425441,9.854723117722896,0.1780129108037867
92,12,0.6200211545561801,0.00035855644778956584,0.025897328473995857,0.00021308780677069155,0.3564987644088231,0.0002639908173215344,0.02207336205505529,0.00016533516856457806,0.6088043856815467,0.6088043856815467,0.04002535243025232,0.04002535243025232,23972,30A,28690.554921358587,0.0,0.9196878571965657,1379337538.0,30,759.6160899798844,3.6221036506205158,1377524650.0,1237,116.13473142610728,3.3708462775693957,Run_23972vs30A_29mm_00002,wrapped,threshold,5.0,108.88120059686186,3.6145032081574415,362.57439798755,12.03629568316428,14.581472035634542,0.10975143224094677,9.836472208745274,0.0811358874597454
93,13,0.6201025017083506,0.0003588380769182005,0.026389332731350662,0.00021034597853623172,0.3562919083324573,0.00026328578254029763,0.022119058979376056,0.00015694058939054868,0.5466840003620694,0.5466840003620694,0.05587096258427739,0.05587096258427739,23972,30A,30144.632234949546,0.0,0.9252132539062904,1379337538.0,30,871.7376299432733,3.4920850422495002,1377525860.0,1314,113.02241355354437,3.02424130967098,Run_23972vs30A_29mm_00003,wrapped,threshold,5.0,105.55522708738023,3.2607226232717927,351.4989062009762,10.85820633549507,14.620142270484822,0.10429486425738944,10.022033197917981,0.08009457993246946
94,14,0.6094907025368381,0.0006900023540914276,0.02692643488221947,0.00041478110938661405,0.35626563106656856,0.00048306710439289255,0.021623098314091142,0.0003085669091126838,0.5344258929966365,0.5344258929966365,0.04416425334501644,0.04416425334501644,23972,30A,6177.999973705609,0.0,0.9990440314321174,1379337538.0,30,307.7199239162914,6.17205452806122,1377522232.0,294,88.37098249236868,5.9610992094548445,Run_23972vs30A_29mm_00000,wrapped,threshold,5.0,78.59561404217497,6.722195514936206,261.72339476044266,22.384911064737565,14.29337889743559,0.20488869641694726,10.404056023117793,0.1606987451270921
95,15,0.6184752193976836,0.00032833848716789285,0.026482375222260955,0.00020247149038213978,0.3571085443888085,0.0002538540242262265,0.022441854790165663,0.00016206707990703878,0.601372184233434,0.601372184233434,0.05101160206724773,0.05101160206724773,23972,30A,27639.652303765874,0.0,1.0173507531256925,1379337538.0,30,513.2689325875614,3.1564205155748417,1377523440.0,1193,105.5099885423266,2.894220495048108,Run_23972vs30A_29mm_00001,wrapped,threshold,5.0,97.46895753111289,3.16028840168461,324.57162857860595,10.52376037760975,14.799580928900461,0.10739383939861795,10.083830635795096,0.07728175115254622
96,16,0.6190656207711914,0.00033915032747721785,0.025605664490953854,0.00019926028136883138,0.3456704353301016,0.0002625269773955023,0.022716984656589244,0.00016179185276189506,0.62198914686375,0.62198914686375,0.035661640413169965,0.035661640413169965,23972,30A,32127.882532432,0.0,0.8833851861066484,1379337538.0,30,820.6669249425554,3.4160423515905745,1377505548.0,1373,118.62973171091268,2.8500629991605724,Run_23972vs30A_24mm_00002,wrapped,threshold,10.0,111.538572905534,3.052821578282165,371.4234477754282,10.16589585567961,15.476735467752318,0.11085126246259808,9.740702415533407,0.07598861231540281
97,17,0.6190664160882999,0.00033947258651232114,0.02571278802111897,0.00020118576181739667,0.3466390556793332,0.0002497694468637756,0.021655276581148828,0.00016257946434250026,0.5492179249636633,0.5492179249636633,0.04560568814885862,0.04560568814885862,23972,30A,27348.430645140863,0.0,0.8438516418871402,1379337538.0,30,578.4458659800417,3.5995064241190247,1377504342.0,1191,110.94749053374471,3.3682999230295865,Run_23972vs30A_24mm_00001,wrapped,threshold,10.0,103.33046818695526,3.6376670397941373,344.090459062561,12.113431242514478,14.71218419074583,0.1109609467821337,9.781440927187719,0.07672110992981226
98,18,0.6186605362516847,0.0006811644772855847,0.02622662266876964,0.000407772510152273,0.34630131116274065,0.0005071428571429397,0.022034399773681587,0.00031996600399334784,0.5429479497742722,0.5429479497742722,0.05631924237508354,0.05631924237508354,23972,30A,6024.5824152804125,0.0,0.5601083096162349,1379337538.0,30,360.33933263798065,6.942880527210885,1377503136.0,256,100.65947081209463,7.312379005528218,Run_23972vs30A_24mm_00000,wrapped,threshold,10.0,92.19636144756977,7.995630948971214,307.01388362040734,26.62545106007414,14.984353161352745,0.21869455902231325,9.983455023519662,0.1556118468289335
